"Step","12_sazut-tonat-zanohripok - episodic_return","12_sazut-tonat-zanohripok - episodic_return__MIN","12_sazut-tonat-zanohripok - episodic_return__MAX"
"596621","13","13","13"
"596863","13","13","13"
"596894","13","13","13"
"596985","13","13","13"
"597631","13","13","13"
"597757","13","13","13"
"598304","13","13","13"
"598670","13","13","13"
"599037","13","13","13"
"599515","13","13","13"
"599807","2","2","2"
"600028","1","1","1"
"600206","13","13","13"
"600620","13","13","13"
"601151","13","13","13"
"601966","13","13","13"
"604008","3","3","3"
"604663","2","2","2"
"604904","13","13","13"
"605068","13","13","13"
"605449","3","3","3"
"605787","13","13","13"
"608599","13","13","13"
"609324","13","13","13"
"609673","13","13","13"
"609949","13","13","13"
"610557","13","13","13"
"610862","13","13","13"
"611801","13","13","13"
"612379","13","13","13"
"612836","3","3","3"
"613465","13","13","13"
"613918","13","13","13"
"614059","3","3","3"
"614766","13","13","13"
"615116","13","13","13"
"615383","13","13","13"
"616317","13","13","13"
"616639","13","13","13"
"616926","13","13","13"
"617145","13","13","13"
"618208","13","13","13"
"618377","13","13","13"
"618487","13","13","13"
"621770","1","1","1"
"622877","13","13","13"
"623223","13","13","13"
"623243","13","13","13"
"623515","13","13","13"
"625239","13","13","13"
"625499","13","13","13"
"625739","13","13","13"
"625952","13","13","13"
"626405","1","1","1"
"626506","13","13","13"
"626854","13","13","13"
"628028","3","3","3"
"628754","2","2","2"
"629055","13","13","13"
"629477","10","10","10"
"629749","13","13","13"
"630264","13","13","13"
"631690","13","13","13"
"631862","13","13","13"
"631923","13","13","13"
"633312","3","3","3"
"633623","13","13","13"
"633810","13","13","13"
"634305","3","3","3"
"634395","13","13","13"
"634753","1","1","1"
"634973","3","3","3"
"635018","13","13","13"
"635218","13","13","13"
"635287","3","3","3"
"635446","13","13","13"
"637045","13","13","13"
"637962","3","3","3"
"638063","13","13","13"
"638145","13","13","13"
"638688","13","13","13"
"639397","13","13","13"
"640559","13","13","13"
"641332","3","3","3"
"641435","13","13","13"
"641843","13","13","13"
"642607","13","13","13"
"642866","13","13","13"
"643110","13","13","13"
"643516","13","13","13"
"643547","13","13","13"
"643665","13","13","13"
"643768","3","3","3"
"644399","13","13","13"
"644795","13","13","13"
"644882","13","13","13"
"645871","13","13","13"
"646872","13","13","13"
"647025","2","2","2"
"647078","13","13","13"
"647376","13","13","13"
"647525","13","13","13"
"647552","3","3","3"
"647698","13","13","13"
"648145","13","13","13"
"648466","0","0","0"
"649356","13","13","13"
"649472","13","13","13"
"649616","13","13","13"
"649830","13","13","13"
"649971","13","13","13"
"650055","2","2","2"
"650246","2","2","2"
"650395","13","13","13"
"650636","13","13","13"
"651602","13","13","13"
"651774","1","1","1"
"651941","13","13","13"
"653030","13","13","13"
"653393","13","13","13"
"653446","13","13","13"
"653809","13","13","13"
"653989","13","13","13"
"654075","13","13","13"
"654546","13","13","13"
"654788","13","13","13"
"655398","13","13","13"
"656691","13","13","13"
"657450","2","2","2"
"657505","13","13","13"
"657664","13","13","13"
"658483","13","13","13"
"658986","13","13","13"
"659090","13","13","13"
"659153","13","13","13"
"659489","13","13","13"
"659953","13","13","13"
"660118","2","2","2"
"660335","13","13","13"
"660966","13","13","13"
"661101","13","13","13"
"661398","13","13","13"
"661473","13","13","13"
"661555","13","13","13"
"661886","13","13","13"
"663014","13","13","13"
"663399","13","13","13"
"663571","13","13","13"
"664017","13","13","13"
"664206","3","3","3"
"664543","3","3","3"
"664623","13","13","13"
"665749","13","13","13"
"666003","13","13","13"
"666257","13","13","13"
"666835","13","13","13"
"667241","13","13","13"
"667558","13","13","13"
"667629","13","13","13"
"667679","13","13","13"
"668114","13","13","13"
"668385","13","13","13"
"669343","13","13","13"
"670815","13","13","13"
"671203","13","13","13"
"671393","13","13","13"
"672196","13","13","13"
"672415","13","13","13"
"673007","13","13","13"
"673313","13","13","13"
"674258","13","13","13"
"674882","13","13","13"
"675180","3","3","3"
"675811","13","13","13"
"675937","3","3","3"
"675989","13","13","13"
"676490","13","13","13"
"677404","3","3","3"
"677770","13","13","13"
"678115","13","13","13"
"678182","13","13","13"
"678684","13","13","13"
"678948","3","3","3"
"679376","13","13","13"
"680390","13","13","13"
"680740","13","13","13"
"680784","13","13","13"
"680857","1","1","1"
"680926","3","3","3"
"681684","3","3","3"
"681831","13","13","13"
"682155","13","13","13"
"682246","13","13","13"
"682377","3","3","3"
"682588","13","13","13"
"683304","2","2","2"
"683594","13","13","13"
"683876","13","13","13"
"683938","13","13","13"
"684025","3","3","3"
"685001","13","13","13"
"685670","13","13","13"
"685860","13","13","13"
"686136","13","13","13"
"686201","13","13","13"
"686215","13","13","13"
"686484","13","13","13"
"686918","13","13","13"
"687369","13","13","13"
"687545","13","13","13"
"687780","13","13","13"
"687939","13","13","13"
"688322","13","13","13"
"688390","13","13","13"
"689132","13","13","13"
"689556","13","13","13"
"689739","3","3","3"
"690031","13","13","13"
"690058","13","13","13"
"690517","13","13","13"
"690754","13","13","13"
"690999","13","13","13"
"691651","13","13","13"
"691747","2","2","2"
"691915","13","13","13"
"692152","13","13","13"
"692583","13","13","13"
"692641","13","13","13"
"692738","13","13","13"
"692913","13","13","13"
"693084","13","13","13"
"693367","13","13","13"
"693781","13","13","13"
"694002","13","13","13"
"694110","13","13","13"
"694369","13","13","13"
"694527","13","13","13"
"694531","13","13","13"
"695561","13","13","13"
"695636","2","2","2"
"695819","13","13","13"
"696696","13","13","13"
"697527","13","13","13"
"698068","13","13","13"
"698209","13","13","13"
"698354","13","13","13"
"698441","13","13","13"
"698605","13","13","13"
"698823","13","13","13"
"699431","13","13","13"
"699634","13","13","13"
"699732","13","13","13"
"700036","13","13","13"
"701473","13","13","13"
"702688","2","2","2"
"702922","13","13","13"
"703233","13","13","13"
"703447","3","3","3"
"704429","13","13","13"
"706819","13","13","13"
"706964","13","13","13"
"707079","13","13","13"
"707270","13","13","13"
"708530","13","13","13"
"709225","13","13","13"
"709255","13","13","13"
"710364","1","1","1"
"710465","13","13","13"
"711207","13","13","13"
"712267","13","13","13"
"712645","13","13","13"
"712856","3","3","3"
"713253","13","13","13"
"713743","13","13","13"
"714784","13","13","13"
"714881","13","13","13"
"715142","13","13","13"
"715312","13","13","13"
"715591","13","13","13"
"715826","0","0","0"
"715957","2","2","2"
"716073","13","13","13"
"716186","1","1","1"
"716581","13","13","13"
"718005","13","13","13"
"718177","13","13","13"
"718783","13","13","13"
"718829","13","13","13"
"719493","13","13","13"
"720060","13","13","13"
"721504","13","13","13"
"721664","2","2","2"
"722247","13","13","13"
"722431","13","13","13"
"722861","13","13","13"
"722959","13","13","13"
"723654","13","13","13"
"723914","13","13","13"
"724175","13","13","13"
"724436","13","13","13"
"724544","13","13","13"
"725210","13","13","13"
"725555","3","3","3"
"725573","13","13","13"
"725886","2","2","2"
"726020","13","13","13"
"726164","13","13","13"
"726939","13","13","13"
"727349","13","13","13"
"727618","13","13","13"
"728182","3","3","3"
"728466","13","13","13"
"728605","13","13","13"
"728736","13","13","13"
"728965","13","13","13"
"729243","13","13","13"
"729562","13","13","13"
"729880","13","13","13"
"730122","13","13","13"
"730227","13","13","13"
"730322","13","13","13"
"730695","13","13","13"
"731130","0","0","0"
"731288","13","13","13"
"731400","2","2","2"
"731869","13","13","13"
"732009","13","13","13"
"732110","13","13","13"
"733024","13","13","13"
"733491","13","13","13"
"735072","13","13","13"
"735327","13","13","13"
"735771","13","13","13"
"735834","13","13","13"
"736004","13","13","13"
"736498","13","13","13"
"737598","13","13","13"
"738017","13","13","13"
"738217","13","13","13"
"738312","13","13","13"
"738390","2","2","2"
"738482","13","13","13"
"738776","13","13","13"
"739464","13","13","13"
"740059","13","13","13"
"740872","13","13","13"
"740954","13","13","13"
"741083","13","13","13"
"741490","13","13","13"
"741587","3","3","3"
"741826","13","13","13"
"743081","13","13","13"
"743763","13","13","13"
"744013","13","13","13"
"744091","13","13","13"
"744857","3","3","3"
"744968","13","13","13"
"746050","13","13","13"
"746155","3","3","3"
"746457","13","13","13"
"748802","13","13","13"
"749275","2","2","2"
"749402","13","13","13"
"749670","3","3","3"
"750242","3","3","3"
"751522","13","13","13"
"751590","13","13","13"
"751974","0","0","0"
"752498","13","13","13"
"753132","3","3","3"
"753213","13","13","13"
"753503","13","13","13"
"753762","13","13","13"
"754031","2","2","2"
"754587","13","13","13"
"754662","13","13","13"
"754728","13","13","13"
"755052","13","13","13"
"755088","13","13","13"
"755211","13","13","13"
"755682","13","13","13"
"755951","3","3","3"
"756048","13","13","13"
"756921","13","13","13"
"757218","13","13","13"
"757672","13","13","13"
"757781","2","2","2"
"757871","13","13","13"
"758376","1","1","1"
"758667","13","13","13"
"758974","13","13","13"
"759538","13","13","13"
"759807","13","13","13"
"760779","13","13","13"
"760858","13","13","13"
"761704","13","13","13"
"762105","13","13","13"
"762261","13","13","13"
"762619","13","13","13"
"762829","13","13","13"
"763280","3","3","3"
"763375","13","13","13"
"763455","13","13","13"
"764041","3","3","3"
"764186","13","13","13"
"764733","13","13","13"
"764975","13","13","13"
"765598","13","13","13"
"765645","13","13","13"
"766048","13","13","13"
"766101","13","13","13"
"766488","13","13","13"
"767380","13","13","13"
"767433","13","13","13"
"767517","13","13","13"
"768360","3","3","3"
"769336","13","13","13"
"769702","1","1","1"
"769980","13","13","13"
"770196","13","13","13"
"770584","13","13","13"
"771405","13","13","13"
"771512","13","13","13"
"771762","13","13","13"
"771880","13","13","13"
"772134","13","13","13"
"773544","13","13","13"
"773589","13","13","13"
"774136","13","13","13"
"774474","13","13","13"
"775000","13","13","13"
"775837","13","13","13"
"777114","13","13","13"
"778133","13","13","13"
"778365","13","13","13"
"778495","13","13","13"
"779312","2","2","2"
"779354","13","13","13"
"779532","1","1","1"
"779901","13","13","13"
"780274","13","13","13"
"780581","3","3","3"
"781633","1","1","1"
"781949","13","13","13"
"782137","13","13","13"
"782576","13","13","13"
"783779","13","13","13"
"784321","13","13","13"
"785553","13","13","13"
"785773","13","13","13"
"786697","13","13","13"
"787129","13","13","13"
"787171","13","13","13"
"787303","13","13","13"
"787654","2","2","2"
"788008","13","13","13"
"788857","13","13","13"
"789144","13","13","13"
"790253","13","13","13"
"790940","13","13","13"
"791349","3","3","3"
"791686","2","2","2"
"792182","2","2","2"
"792749","13","13","13"
"793865","13","13","13"
"794032","13","13","13"
"794048","13","13","13"
"794517","2","2","2"
"794695","3","3","3"
"794807","13","13","13"
"795130","3","3","3"
"795367","13","13","13"
"795461","1","1","1"
"795593","13","13","13"
"796376","13","13","13"
"796647","13","13","13"
"796677","13","13","13"
"797058","13","13","13"
"797287","0","0","0"
"797518","13","13","13"
"798133","13","13","13"
"798326","13","13","13"
"798671","13","13","13"
"798729","13","13","13"
"799091","13","13","13"
"799353","13","13","13"
"799746","13","13","13"
"800004","3","3","3"
"800231","13","13","13"
"800436","13","13","13"
"800573","13","13","13"
"800911","13","13","13"
"801351","13","13","13"
"802166","13","13","13"
"802390","2","2","2"
"802752","13","13","13"
"803107","13","13","13"
"803409","13","13","13"
"803465","13","13","13"
"803529","10","10","10"
"803666","13","13","13"
"803757","13","13","13"
"803983","13","13","13"
"804060","13","13","13"
"804157","13","13","13"
"804760","13","13","13"
"805061","13","13","13"
"805670","13","13","13"
"805813","13","13","13"
"806168","13","13","13"
"806665","13","13","13"
"806866","13","13","13"
"806957","13","13","13"
"807081","3","3","3"
"807349","3","3","3"
"807492","13","13","13"
"807927","13","13","13"
"807993","13","13","13"
"808005","13","13","13"
"809152","13","13","13"
"809490","13","13","13"
"809622","13","13","13"
"809796","13","13","13"
"810457","2","2","2"
"810695","13","13","13"
"810782","13","13","13"
"811328","13","13","13"
"811406","13","13","13"
"812099","2","2","2"
"812833","2","2","2"
"813774","2","2","2"
"814957","13","13","13"
"815054","13","13","13"
"815495","13","13","13"
"817131","13","13","13"
"817216","13","13","13"
"817529","13","13","13"
"817667","13","13","13"
"817942","13","13","13"
"818173","13","13","13"
"819041","2","2","2"
"819577","13","13","13"
"819692","13","13","13"
"820227","13","13","13"
"820452","1","1","1"
"820705","13","13","13"
"821027","13","13","13"
"821565","13","13","13"
"822963","13","13","13"
"823171","13","13","13"
"823433","13","13","13"
"823634","13","13","13"
"824042","0","0","0"
"824131","13","13","13"
"824225","13","13","13"
"824270","13","13","13"
"824409","1","1","1"
"824721","13","13","13"
"825213","13","13","13"
"825314","13","13","13"
"825515","13","13","13"
"826070","13","13","13"
"827072","13","13","13"
"827170","13","13","13"
"827223","3","3","3"
"827467","13","13","13"
"827733","13","13","13"
"827837","13","13","13"
"827913","13","13","13"
"828129","13","13","13"
"828249","13","13","13"
"828291","13","13","13"
"828359","13","13","13"
"828462","13","13","13"
"828759","3","3","3"
"828929","13","13","13"
"829134","13","13","13"
"829205","13","13","13"
"829891","13","13","13"
"830482","1","1","1"
"831421","13","13","13"
"832451","3","3","3"
"832875","13","13","13"
"832943","13","13","13"
"833237","13","13","13"
"833545","13","13","13"
"833607","13","13","13"
"833790","13","13","13"
"834220","13","13","13"
"834371","13","13","13"
"834454","13","13","13"
"834528","1","1","1"
"835022","13","13","13"
"835335","13","13","13"
"835405","0","0","0"
"835489","13","13","13"
"835671","13","13","13"
"835841","13","13","13"
"836182","13","13","13"
"836297","13","13","13"
"836768","13","13","13"
"837502","13","13","13"
"838063","13","13","13"
"839294","13","13","13"
"839297","13","13","13"
"839943","13","13","13"
"840092","13","13","13"
"840354","3","3","3"
"840957","13","13","13"
"841019","13","13","13"
"842427","13","13","13"
"844423","13","13","13"
"844884","13","13","13"
"845304","2","2","2"
"845454","13","13","13"
"845850","13","13","13"
"845947","13","13","13"
"846194","13","13","13"
"847374","13","13","13"
"848282","13","13","13"
"848782","13","13","13"
"848893","13","13","13"
"849531","13","13","13"
"849628","13","13","13"
"849721","13","13","13"
"850117","13","13","13"
"851130","13","13","13"
"851900","13","13","13"
"852122","13","13","13"
"853158","13","13","13"
"853224","13","13","13"
"853712","13","13","13"
"854322","13","13","13"
"854717","13","13","13"
"855464","13","13","13"
"855952","13","13","13"
"856127","13","13","13"
"856969","13","13","13"
"857028","13","13","13"
"857128","1","1","1"
"858032","3","3","3"
"858813","13","13","13"
"858930","13","13","13"
"859145","13","13","13"
"860198","13","13","13"
"860392","13","13","13"
"860658","13","13","13"
"862064","13","13","13"
"862217","13","13","13"
"862356","13","13","13"
"862668","2","2","2"
"863178","3","3","3"
"863421","13","13","13"
"864231","1","1","1"
"865289","13","13","13"
"865353","10","10","10"
"866882","13","13","13"
"867003","13","13","13"
"867206","13","13","13"
"868507","2","2","2"
"868746","13","13","13"
"869124","13","13","13"
"869419","13","13","13"
"869851","13","13","13"
"870473","13","13","13"
"871862","3","3","3"
"871927","2","2","2"
"871938","13","13","13"
"872043","13","13","13"
"873161","13","13","13"
"873655","2","2","2"
"873946","13","13","13"
"874155","13","13","13"
"874782","3","3","3"
"875837","13","13","13"
"875947","13","13","13"
"877312","13","13","13"
"877839","13","13","13"
"878772","13","13","13"
"879258","13","13","13"
"879590","13","13","13"
"880231","13","13","13"
"880934","2","2","2"
"881259","13","13","13"
"881364","13","13","13"
"882103","13","13","13"
"882680","13","13","13"
"882771","13","13","13"
"883480","13","13","13"
"884452","3","3","3"
"884884","13","13","13"
"884978","13","13","13"
"885027","2","2","2"
"885576","13","13","13"
"886599","13","13","13"
"887183","13","13","13"
"887543","13","13","13"
"887653","2","2","2"
